Latitude (decimal degrees):	50.937
Longitude (decimal degrees):	6.984
Elevation (m):	49
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20181015:1410,2193.8,306.01,19.8,24.82,1.38,0.0
20181015:1510,1035.7,168.0,12.26,24.49,0.83,0.0
20181015:1610,88.3,26.5,3.66,23.07,0.9,0.0
20181015:1710,0.0,0.0,0.0,21.13,1.24,0.0
20181015:1810,0.0,0.0,0.0,20.09,1.17,0.0
20181015:1910,0.0,0.0,0.0,19.1,1.31,0.0
20181015:2010,0.0,0.0,0.0,17.99,1.38,0.0
20181015:2110,0.0,0.0,0.0,17.04,1.38,0.0
20181015:2210,0.0,0.0,0.0,15.95,1.38,0.0
20181015:2310,0.0,0.0,0.0,14.89,1.31,0.0
20181016:0010,0.0,0.0,0.0,14.15,1.17,0.0
20181016:0110,0.0,0.0,0.0,13.68,0.97,0.0
20181016:0210,0.0,0.0,0.0,12.92,0.97,0.0
20181016:0310,0.0,0.0,0.0,12.16,1.1,0.0
20181016:0410,0.0,0.0,0.0,11.93,1.1,0.0
20181016:0510,0.0,0.0,0.0,11.74,1.17,0.0
20181016:0610,0.0,0.0,0.0,11.88,1.17,0.0
20181016:0710,799.8,131.0,10.26,11.95,1.17,0.0
20181016:0810,1932.5,264.01,18.03,15.82,1.03,0.0
20181016:0910,2934.1,383.01,24.33,19.37,1.31,0.0
20181016:1010,3537.1,457.01,28.56,21.46,1.52,0.0
20181016:1110,3759.0,487.01,30.24,22.89,1.52,0.0
20181016:1210,3550.6,463.01,29.12,23.81,1.59,0.0
20181016:1310,3012.7,400.01,25.37,24.28,1.45,0.0
20181016:1410,2132.0,298.01,19.45,24.36,1.24,0.0
20181016:1510,1049.1,176.01,11.93,24.07,1.1,0.0
20181016:1610,43.8,15.81,3.34,22.77,1.24,0.0
20181016:1710,0.0,0.0,0.0,19.95,1.72,0.0
20181016:1810,0.0,0.0,0.0,17.48,1.79,0.0
20181016:1910,0.0,0.0,0.0,15.98,1.93,0.0
20181016:2010,0.0,0.0,0.0,15.04,2.14,0.0
20181016:2110,0.0,0.0,0.0,14.61,2.34,0.0
20181016:2210,0.0,0.0,0.0,14.12,2.34,0.0
20181016:2310,0.0,0.0,0.0,13.76,2.34,0.0
20181017:0010,0.0,0.0,0.0,13.36,2.41,0.0
20181017:0110,0.0,0.0,0.0,13.01,2.41,0.0
20181017:0210,0.0,0.0,0.0,12.66,2.34,0.0
20181017:0310,0.0,0.0,0.0,12.29,2.14,0.0
20181017:0410,0.0,0.0,0.0,12.08,2.0,0.0
20181017:0510,0.0,0.0,0.0,11.66,1.59,0.0
20181017:0610,0.0,0.0,0.0,12.27,1.1,0.0
20181017:0710,694.0,111.0,9.98,12.12,1.17,0.0
20181017:0810,1802.3,245.01,17.73,14.97,1.03,0.0
20181017:0910,2652.9,344.01,24.0,17.46,0.9,0.0
20181017:1010,3466.9,448.01,28.21,19.42,0.55,0.0
20181017:1110,3665.4,477.01,29.87,20.78,0.21,0.0
20181017:1210,3494.9,458.01,28.75,21.73,0.21,0.0
20181017:1310,2936.0,389.01,25.01,22.3,0.69,0.0
20181017:1410,2033.6,282.01,19.1,22.35,1.17,0.0
20181017:1510,954.8,156.0,11.59,21.9,1.66,0.0
20181017:1610,56.7,20.06,3.01,20.58,1.93,0.0
20181017:1710,0.0,0.0,0.0,18.56,2.34,0.0
20181017:1810,0.0,0.0,0.0,17.11,2.28,0.0
20181017:1910,0.0,0.0,0.0,16.18,2.28,0.0
20181017:2010,0.0,0.0,0.0,15.23,2.0,0.0
20181017:2110,0.0,0.0,0.0,14.25,1.86,0.0
20181017:2210,0.0,0.0,0.0,13.32,1.86,0.0
20181017:2310,0.0,0.0,0.0,12.6,1.86,0.0
20181018:0010,0.0,0.0,0.0,12.1,1.86,0.0
20181018:0110,0.0,0.0,0.0,11.84,2.07,0.0
20181018:0210,0.0,0.0,0.0,11.93,2.34,0.0
20181018:0310,0.0,0.0,0.0,12.09,2.55,0.0
20181018:0410,0.0,0.0,0.0,12.4,2.48,0.0
20181018:0510,0.0,0.0,0.0,12.5,2.34,0.0
20181018:0610,0.0,0.0,0.0,12.4,2.07,0.0
20181018:0710,524.6,83.0,9.7,12.69,1.86,0.0
20181018:0810,1554.2,208.0,17.43,13.33,2.34,0.0
20181018:0910,666.6,96.0,23.68,14.36,2.69,0.0
20181018:1010,728.7,104.0,27.86,15.85,3.1,0.0
20181018:1110,1104.7,149.0,29.51,16.61,3.38,0.0
20181018:1210,1635.9,212.0,28.38,17.16,3.66,0.0
20181018:1310,1380.4,182.0,24.65,17.02,3.66,0.0
20181018:1410,1270.7,171.0,18.76,16.84,3.52,0.0
20181018:1510,738.4,113.0,11.26,16.66,3.38,0.0
20181018:1610,45.6,17.31,2.7,16.17,2.76,0.0
20181018:1710,0.0,0.0,0.0,14.92,2.07,0.0
20181018:1810,0.0,0.0,0.0,13.84,2.14,0.0
20181018:1910,0.0,0.0,0.0,13.32,2.62,0.0
20181018:2010,0.0,0.0,0.0,12.87,2.69,0.0
20181018:2110,0.0,0.0,0.0,12.49,2.55,0.0
20181018:2210,0.0,0.0,0.0,12.32,2.34,0.0
20181018:2310,0.0,0.0,0.0,11.68,2.0,0.0
20181019:0010,0.0,0.0,0.0,11.44,1.66,0.0
20181019:0110,0.0,0.0,0.0,10.9,1.52,0.0
20181019:0210,0.0,0.0,0.0,10.83,1.45,0.0
20181019:0310,0.0,0.0,0.0,11.21,1.45,0.0
20181019:0410,0.0,0.0,0.0,11.08,1.52,0.0
20181019:0510,0.0,0.0,0.0,10.87,1.59,0.0
20181019:0610,0.0,0.0,0.0,10.9,1.52,0.0
20181019:0710,362.2,59.0,9.42,10.77,1.38,0.0
20181019:0810,1024.5,139.0,17.13,12.17,1.24,0.0
20181019:0910,1777.2,228.0,23.35,13.8,1.72,0.0
20181019:1010,2456.4,309.0,27.52,14.81,1.79,0.0
20181019:1110,3467.2,434.01,29.14,15.62,1.66,0.0
20181019:1210,3517.1,445.01,28.02,16.22,1.17,0.0
20181019:1310,2822.0,366.01,24.29,16.85,0.41,0.0
20181019:1410,1877.1,256.01,18.41,17.13,0.41,0.0
20181019:1510,810.3,128.0,10.94,17.06,1.17,0.0
20181019:1610,23.4,11.81,2.38,16.16,2.14,0.0
20181019:1710,0.0,0.0,0.0,14.92,2.76,0.0
20181019:1810,0.0,0.0,0.0,13.79,2.55,0.0
20181019:1910,0.0,0.0,0.0,13.17,2.28,0.0
20181019:2010,0.0,0.0,0.0,12.39,1.93,0.0
20181019:2110,0.0,0.0,0.0,11.88,1.72,0.0
20181019:2210,0.0,0.0,0.0,11.39,1.66,0.0
20181019:2310,0.0,0.0,0.0,11.29,1.59,0.0
20181020:0010,0.0,0.0,0.0,11.05,1.66,0.0
20181020:0110,0.0,0.0,0.0,11.02,1.66,0.0
20181020:0210,0.0,0.0,0.0,10.87,2.28,0.0
20181020:0310,0.0,0.0,0.0,10.77,1.86,0.0
20181020:0410,0.0,0.0,0.0,10.22,1.72,0.0
20181020:0510,0.0,0.0,0.0,9.83,1.79,0.0
20181020:0610,0.0,0.0,0.0,9.34,1.79,0.0
20181020:0710,481.4,76.0,9.14,8.69,1.31,0.0
20181020:0810,1620.8,216.0,16.84,9.89,1.31,0.0
20181020:0910,2767.0,349.01,23.03,11.0,1.38,0.0
20181020:1010,3482.4,433.01,27.17,12.24,1.31,0.0
20181020:1110,3690.9,461.01,28.78,13.3,0.83,0.0
20181020:1210,3200.7,402.01,27.66,14.21,0.9,0.0
20181020:1310,2726.3,347.01,23.94,14.83,1.72,0.0
20181020:1410,1801.3,241.01,18.08,14.89,2.14,0.0
20181020:1510,651.5,100.0,10.62,14.52,2.48,0.0
20181020:1610,5.0,7.0,2.07,13.67,2.21,0.0
20181020:1710,0.0,0.0,0.0,12.32,1.93,0.0
20181020:1810,0.0,0.0,0.0,11.09,1.59,0.0
20181020:1910,0.0,0.0,0.0,9.69,1.31,0.0
20181020:2010,0.0,0.0,0.0,8.63,1.45,0.0
20181020:2110,0.0,0.0,0.0,8.21,1.31,0.0
20181020:2210,0.0,0.0,0.0,8.41,1.1,0.0
20181020:2310,0.0,0.0,0.0,8.88,0.83,0.0
20181021:0010,0.0,0.0,0.0,8.63,0.69,0.0
20181021:0110,0.0,0.0,0.0,8.25,0.41,0.0
20181021:0210,0.0,0.0,0.0,7.93,0.34,0.0
20181021:0310,0.0,0.0,0.0,7.65,0.34,0.0
20181021:0410,0.0,0.0,0.0,7.29,0.55,0.0
20181021:0510,0.0,0.0,0.0,6.57,1.03,0.0
20181021:0610,0.0,0.0,0.0,5.11,1.52,0.0
20181021:0710,621.7,102.0,8.87,4.92,1.52,0.0
20181021:0810,1813.1,245.01,16.54,8.53,1.59,0.0
20181021:0910,2804.5,354.01,22.7,11.11,2.07,0.0
20181021:1010,3473.6,431.01,26.82,12.9,2.28,0.0
20181021:1110,3691.5,458.01,28.43,14.27,2.34,0.0
20181021:1210,3480.8,436.01,27.3,15.23,2.21,0.0
20181021:1310,2918.0,375.01,23.59,15.84,1.79,0.0
20181021:1410,1965.3,270.01,17.74,16.08,1.38,0.0
20181021:1510,804.2,133.0,10.3,15.92,1.1,0.0
20181021:1610,0.0,0.0,0.0,15.12,1.24,0.0
20181021:1710,0.0,0.0,0.0,13.38,1.86,0.0
20181021:1810,0.0,0.0,0.0,11.81,2.07,0.0
20181021:1910,0.0,0.0,0.0,10.36,2.14,0.0
20181021:2010,0.0,0.0,0.0,9.41,2.07,0.0
20181021:2110,0.0,0.0,0.0,8.51,1.93,0.0
20181021:2210,0.0,0.0,0.0,7.66,1.52,0.0
20181021:2310,0.0,0.0,0.0,7.4,1.31,0.0
20181022:0010,0.0,0.0,0.0,7.26,1.17,0.0
20181022:0110,0.0,0.0,0.0,7.54,0.97,0.0
20181022:0210,0.0,0.0,0.0,7.03,1.1,0.0
20181022:0310,0.0,0.0,0.0,6.69,1.17,0.0
20181022:0410,0.0,0.0,0.0,7.6,0.62,0.0
20181022:0510,0.0,0.0,0.0,8.06,0.55,0.0
20181022:0610,0.0,0.0,0.0,8.41,0.69,0.0
20181022:0710,373.2,61.0,8.59,8.26,0.55,0.0
20181022:0810,578.4,84.0,16.24,9.83,1.1,0.0
20181022:0910,251.7,44.0,22.38,10.42,1.86,0.0
20181022:1010,1783.7,224.0,26.48,10.8,2.55,0.0
20181022:1110,1314.6,170.0,28.07,11.66,3.72,0.0
20181022:1210,1518.5,194.0,26.94,12.27,3.79,0.0
20181022:1310,1710.0,218.0,23.24,13.1,3.66,0.0
20181022:1410,1266.3,169.0,17.41,13.21,3.38,0.0
20181022:1510,399.6,64.0,9.98,12.97,3.52,0.0
20181022:1610,0.0,0.0,0.0,12.39,3.31,0.0
20181022:1710,0.0,0.0,0.0,11.57,2.48,0.0
20181022:1810,0.0,0.0,0.0,11.03,2.07,0.0
20181022:1910,0.0,0.0,0.0,10.12,2.07,0.0
20181022:2010,0.0,0.0,0.0,10.02,1.66,0.0
20181022:2110,0.0,0.0,0.0,9.83,1.66,0.0
20181022:2210,0.0,0.0,0.0,9.32,1.72,0.0
20181022:2310,0.0,0.0,0.0,8.87,2.0,0.0
20181023:0010,0.0,0.0,0.0,8.56,2.14,0.0
20181023:0110,0.0,0.0,0.0,7.61,2.21,0.0
20181023:0210,0.0,0.0,0.0,7.19,2.34,0.0
20181023:0310,0.0,0.0,0.0,7.21,2.69,0.0
20181023:0410,0.0,0.0,0.0,7.51,3.31,0.0
20181023:0510,0.0,0.0,0.0,7.77,3.86,0.0
20181023:0610,0.0,0.0,0.0,7.95,4.21,0.0
20181023:0710,336.6,56.0,8.31,8.03,4.55,0.0
20181023:0810,940.4,127.0,15.94,8.9,4.48,0.0
20181023:0910,718.6,100.0,22.06,9.67,5.86,0.0
20181023:1010,1571.2,198.0,26.14,10.47,5.79,0.0
20181023:1110,2305.3,283.0,27.72,11.78,6.34,0.0
20181023:1210,2768.6,339.01,26.59,12.63,6.41,0.0
20181023:1310,1189.2,156.0,22.9,12.76,6.69,0.0
20181023:1410,488.5,74.0,17.08,13.36,6.62,0.0
20181023:1510,158.6,32.0,9.67,13.62,6.21,0.0
20181023:1610,0.0,0.0,0.0,13.37,5.93,0.0
20181023:1710,0.0,0.0,0.0,13.09,6.0,0.0
20181023:1810,0.0,0.0,0.0,12.78,5.86,0.0
20181023:1910,0.0,0.0,0.0,12.14,5.38,0.0
20181023:2010,0.0,0.0,0.0,12.21,5.38,0.0
20181023:2110,0.0,0.0,0.0,12.39,5.52,0.0
20181023:2210,0.0,0.0,0.0,12.62,5.59,0.0
20181023:2310,0.0,0.0,0.0,12.82,5.86,0.0
20181024:0010,0.0,0.0,0.0,13.0,6.28,0.0
20181024:0110,0.0,0.0,0.0,12.97,6.55,0.0
20181024:0210,0.0,0.0,0.0,12.88,6.69,0.0
20181024:0310,0.0,0.0,0.0,12.72,6.62,0.0
20181024:0410,0.0,0.0,0.0,12.65,6.41,0.0
20181024:0510,0.0,0.0,0.0,12.74,6.14,0.0
20181024:0610,0.0,0.0,0.0,12.9,6.0,0.0
20181024:0710,376.4,64.0,8.04,13.18,6.0,0.0
20181024:0810,569.8,84.0,15.64,13.44,5.59,0.0
20181024:0910,814.4,113.0,21.74,13.67,5.45,0.0
20181024:1010,1062.4,142.0,25.8,13.79,5.1,0.0
20181024:1110,1191.2,157.0,27.37,13.96,5.38,0.0
20181024:1210,914.4,125.0,26.24,14.36,5.45,0.0
20181024:1310,1895.1,242.0,22.56,15.2,6.0,0.0
20181024:1410,810.4,114.0,16.76,15.61,5.03,0.0
20181024:1510,304.5,52.0,9.36,15.51,4.34,0.0
20181024:1610,0.0,0.0,0.0,15.21,4.34,0.0
20181024:1710,0.0,0.0,0.0,14.75,4.07,0.0
20181024:1810,0.0,0.0,0.0,14.3,3.93,0.0
20181024:1910,0.0,0.0,0.0,13.1,2.97,0.0
20181024:2010,0.0,0.0,0.0,12.92,2.62,0.0
20181024:2110,0.0,0.0,0.0,12.79,2.62,0.0
20181024:2210,0.0,0.0,0.0,12.72,2.62,0.0
20181024:2310,0.0,0.0,0.0,12.65,2.69,0.0
20181025:0010,0.0,0.0,0.0,12.63,2.97,0.0
20181025:0110,0.0,0.0,0.0,12.65,3.31,0.0
20181025:0210,0.0,0.0,0.0,12.7,3.66,0.0
20181025:0310,0.0,0.0,0.0,12.77,3.86,0.0
20181025:0410,0.0,0.0,0.0,12.75,3.86,0.0
20181025:0510,0.0,0.0,0.0,12.47,3.72,0.0
20181025:0610,0.0,0.0,0.0,12.26,3.86,0.0
20181025:0710,159.8,32.0,7.76,12.07,3.72,0.0
20181025:0810,234.5,42.0,15.35,12.07,3.72,0.0
20181025:0910,607.6,88.0,21.43,12.14,4.21,0.0
20181025:1010,1570.6,200.0,25.47,12.27,4.28,0.0
20181025:1110,1102.3,146.0,27.02,12.49,4.07,0.0
20181025:1210,572.3,84.0,25.89,12.69,3.86,0.0
20181025:1310,655.4,94.0,22.23,12.92,3.79,0.0
20181025:1410,241.1,43.0,16.44,12.94,3.66,0.0
20181025:1510,241.1,43.0,9.06,12.81,3.1,0.0
20181025:1610,0.0,0.0,0.0,12.5,2.48,0.0
20181025:1710,0.0,0.0,0.0,12.16,2.28,0.0
20181025:1810,0.0,0.0,0.0,11.96,2.34,0.0
20181025:1910,0.0,0.0,0.0,11.45,2.41,0.0
20181025:2010,0.0,0.0,0.0,11.35,2.21,0.0
20181025:2110,0.0,0.0,0.0,11.19,2.14,0.0
20181025:2210,0.0,0.0,0.0,10.93,2.0,0.0
20181025:2310,0.0,0.0,0.0,10.83,2.0,0.0
20181026:0010,0.0,0.0,0.0,10.71,2.07,0.0
20181026:0110,0.0,0.0,0.0,10.55,1.93,0.0
20181026:0210,0.0,0.0,0.0,10.38,1.86,0.0
20181026:0310,0.0,0.0,0.0,10.26,1.72,0.0
20181026:0410,0.0,0.0,0.0,10.12,1.86,0.0
20181026:0510,0.0,0.0,0.0,9.83,2.0,0.0
20181026:0610,0.0,0.0,0.0,9.51,2.07,0.0
20181026:0710,140.3,29.0,7.48,9.4,2.48,0.0
20181026:0810,118.7,26.0,15.05,9.83,3.24,0.0
20181026:0910,168.5,33.0,21.11,10.54,4.48,0.0
20181026:1010,611.7,88.0,25.13,10.79,4.41,0.0
20181026:1110,780.5,108.0,26.68,11.36,4.62,0.0
20181026:1210,761.6,106.0,25.55,11.88,4.9,0.0
20181026:1310,550.1,81.0,21.89,11.83,4.97,0.0
20181026:1410,616.7,89.0,16.12,11.63,4.62,0.0
20181026:1510,363.7,60.0,8.76,11.44,4.34,0.0
20181026:1610,0.0,0.0,0.0,11.03,3.93,0.0
20181026:1710,0.0,0.0,0.0,10.69,3.72,0.0
20181026:1810,0.0,0.0,0.0,10.16,3.59,0.0
20181026:1910,0.0,0.0,0.0,9.26,3.72,0.0
20181026:2010,0.0,0.0,0.0,8.43,4.0,0.0
20181026:2110,0.0,0.0,0.0,7.91,3.93,0.0
20181026:2210,0.0,0.0,0.0,7.31,4.0,0.0
20181026:2310,0.0,0.0,0.0,6.52,3.79,0.0
20181027:0010,0.0,0.0,0.0,5.9,3.72,0.0
20181027:0110,0.0,0.0,0.0,5.59,3.72,0.0
20181027:0210,0.0,0.0,0.0,5.27,3.72,0.0
20181027:0310,0.0,0.0,0.0,4.95,3.59,0.0
20181027:0410,0.0,0.0,0.0,4.93,3.52,0.0
20181027:0510,0.0,0.0,0.0,4.98,3.45,0.0
20181027:0610,0.0,0.0,0.0,5.03,3.31,0.0
20181027:0710,454.0,84.0,7.21,4.98,3.17,0.0
20181027:0810,1273.7,170.0,14.76,5.73,3.52,0.0
20181027:0910,1857.9,231.0,20.8,6.8,4.34,0.0
20181027:1010,1645.8,205.0,24.8,7.66,3.52,0.0
20181027:1110,2064.9,254.0,26.34,8.6,2.9,0.0
20181027:1210,1378.8,176.0,25.21,9.18,2.62,0.0
20181027:1310,1361.3,175.0,21.57,9.47,2.28,0.0
20181027:1410,853.1,117.0,15.81,9.48,1.93,0.0
20181027:1510,468.4,76.0,8.47,9.28,1.66,0.0
20181027:1610,0.0,0.0,0.0,8.94,1.17,0.0
20181027:1710,0.0,0.0,0.0,7.97,1.31,0.0
20181027:1810,0.0,0.0,0.0,6.89,1.45,0.0
20181027:1910,0.0,0.0,0.0,5.88,1.66,0.0
20181027:2010,0.0,0.0,0.0,5.52,1.79,0.0
20181027:2110,0.0,0.0,0.0,4.96,1.93,0.0
20181027:2210,0.0,0.0,0.0,4.67,2.21,0.0
20181027:2310,0.0,0.0,0.0,4.74,2.55,0.0
20181028:0010,0.0,0.0,0.0,4.9,2.83,0.0
20181028:0110,0.0,0.0,0.0,5.12,3.03,0.0
20181028:0210,0.0,0.0,0.0,4.79,3.24,0.0
20181028:0310,0.0,0.0,0.0,4.59,3.45,0.0
20181028:0410,0.0,0.0,0.0,4.18,3.79,0.0
20181028:0510,0.0,0.0,0.0,3.81,4.07,0.0
20181028:0610,0.0,0.0,0.0,3.43,4.21,0.0
20181028:0710,434.2,80.0,6.94,3.21,4.28,0.0
20181028:0810,1186.8,157.0,14.47,3.95,5.72,0.0
20181028:0910,1551.1,193.0,20.48,5.24,6.07,0.0
20181028:1010,1618.9,200.0,24.47,6.25,5.86,0.0
20181028:1110,1456.0,182.0,26.0,6.87,5.93,0.0
20181028:1210,1602.8,199.0,24.88,7.29,5.79,0.0
20181028:1310,2386.6,294.01,21.24,7.2,6.14,0.0
20181028:1410,1342.4,177.0,15.51,7.3,6.48,0.0
20181028:1510,389.5,63.0,8.18,7.2,6.55,0.0
20181028:1610,0.0,0.0,0.0,6.47,4.83,0.0
20181028:1710,0.0,0.0,0.0,6.31,4.9,0.0
20181028:1810,0.0,0.0,0.0,6.24,4.62,0.0
20181028:1910,0.0,0.0,0.0,5.46,4.34,0.0
20181028:2010,0.0,0.0,0.0,5.46,4.55,0.0
20181028:2110,0.0,0.0,0.0,5.39,4.62,0.0
20181028:2210,0.0,0.0,0.0,5.35,4.48,0.0
20181028:2310,0.0,0.0,0.0,4.88,4.34,0.0
20181029:0010,0.0,0.0,0.0,4.99,4.21,0.0
20181029:0110,0.0,0.0,0.0,5.0,3.79,0.0
20181029:0210,0.0,0.0,0.0,4.88,3.66,0.0
20181029:0310,0.0,0.0,0.0,5.04,3.93,0.0
20181029:0410,0.0,0.0,0.0,5.01,4.07,0.0
20181029:0510,0.0,0.0,0.0,4.84,4.0,0.0
20181029:0610,0.0,0.0,0.0,4.83,4.0,0.0
20181029:0710,240.6,43.0,6.66,4.92,3.72,0.0
20181029:0810,689.5,96.0,14.18,5.54,3.86,0.0
20181029:0910,1157.3,149.0,20.17,6.21,4.07,0.0
20181029:1010,1337.0,169.0,24.15,6.48,3.79,0.0
20181029:1110,797.5,108.0,25.67,6.73,3.86,0.0
20181029:1210,1131.0,146.0,24.55,6.89,3.59,0.0
20181029:1310,805.9,109.0,20.92,6.8,3.79,0.0
20181029:1410,731.6,101.0,15.2,6.68,4.0,0.0
20181029:1510,106.8,24.0,7.89,6.49,4.07,0.0
20181029:1610,0.0,0.0,0.0,6.14,3.93,0.0
20181029:1710,0.0,0.0,0.0,5.83,3.66,0.0
20181029:1810,0.0,0.0,0.0,5.61,3.45,0.0
20181029:1910,0.0,0.0,0.0,4.73,3.1,0.0
20181029:2010,0.0,0.0,0.0,4.41,3.03,0.0
20181029:2110,0.0,0.0,0.0,4.16,3.17,0.0
20181029:2210,0.0,0.0,0.0,4.06,3.31,0.0
20181029:2310,0.0,0.0,0.0,4.01,3.03,0.0
20181030:0010,0.0,0.0,0.0,3.99,3.31,0.0
20181030:0110,0.0,0.0,0.0,3.77,3.66,0.0
20181030:0210,0.0,0.0,0.0,3.73,3.17,0.0
20181030:0310,0.0,0.0,0.0,3.83,2.48,0.0
20181030:0410,0.0,0.0,0.0,4.02,1.52,0.0
20181030:0510,0.0,0.0,0.0,4.42,0.14,0.0
20181030:0610,0.0,0.0,0.0,4.69,1.72,0.0
20181030:0710,142.8,29.0,6.39,6.18,3.79,0.0
20181030:0810,643.8,91.0,13.89,6.64,3.86,0.0
20181030:0910,495.5,73.0,19.87,6.79,4.48,0.0
20181030:1010,1393.3,175.0,23.82,6.49,5.45,0.0
20181030:1110,755.5,103.0,25.34,6.7,6.21,0.0
20181030:1210,187.5,35.0,24.22,6.41,6.41,0.0
20181030:1310,413.7,63.0,20.61,5.92,6.34,0.0
20181030:1410,416.0,63.0,14.91,4.81,6.55,0.0
20181030:1510,269.1,46.0,7.61,4.96,7.03,0.0
20181030:1610,0.0,0.0,0.0,6.94,8.41,0.0
20181030:1710,0.0,0.0,0.0,7.82,9.66,0.0
20181030:1810,0.0,0.0,0.0,7.87,9.52,0.0
20181030:1910,0.0,0.0,0.0,8.17,8.0,0.0
20181030:2010,0.0,0.0,0.0,8.06,7.45,0.0
20181030:2110,0.0,0.0,0.0,8.0,7.1,0.0
20181030:2210,0.0,0.0,0.0,7.97,6.48,0.0
20181030:2310,0.0,0.0,0.0,7.83,5.93,0.0
20181031:0010,0.0,0.0,0.0,7.58,5.31,0.0
20181031:0110,0.0,0.0,0.0,6.78,4.41,0.0
20181031:0210,0.0,0.0,0.0,6.22,3.79,0.0
20181031:0310,0.0,0.0,0.0,5.72,3.24,0.0
20181031:0410,0.0,0.0,0.0,5.15,2.97,0.0
20181031:0510,0.0,0.0,0.0,4.59,3.03,0.0
20181031:0610,0.0,0.0,0.0,4.2,3.1,0.0
20181031:0710,265.5,49.0,6.12,4.25,3.17,0.0
20181031:0810,980.8,134.0,13.6,5.5,3.03,0.0
20181031:0910,1899.5,240.01,19.56,7.48,3.38,0.0
20181031:1010,2413.5,298.01,23.5,9.34,3.45,0.0
20181031:1110,1129.6,148.0,25.01,10.44,3.66,0.0
20181031:1210,1099.0,145.0,23.89,11.41,4.14,0.0
20181031:1310,1662.1,213.0,20.3,11.58,4.0,0.0
20181031:1410,220.1,40.0,14.61,11.35,3.59,0.0
20181031:1510,83.9,21.0,7.33,11.28,3.52,0.0
20181031:1610,0.0,0.0,0.0,11.23,3.52,0.0
20181031:1710,0.0,0.0,0.0,11.0,3.59,0.0
20181031:1810,0.0,0.0,0.0,10.74,3.72,0.0
20181031:1910,0.0,0.0,0.0,9.76,3.72,0.0
20181031:2010,0.0,0.0,0.0,9.65,3.45,0.0
20181031:2110,0.0,0.0,0.0,9.64,3.45,0.0
20181031:2210,0.0,0.0,0.0,9.8,3.59,0.0
20181031:2310,0.0,0.0,0.0,10.02,3.93,0.0
20181101:0010,0.0,0.0,0.0,10.15,4.21,0.0
20181101:0110,0.0,0.0,0.0,10.01,4.34,0.0
20181101:0210,0.0,0.0,0.0,9.75,4.41,0.0
20181101:0310,0.0,0.0,0.0,9.46,4.28,0.0
20181101:0410,0.0,0.0,0.0,9.05,3.86,0.0
20181101:0510,0.0,0.0,0.0,8.34,3.52,0.0
20181101:0610,0.0,0.0,0.0,7.81,3.38,0.0
20181101:0710,171.7,34.0,5.85,7.06,2.83,0.0
20181101:0810,498.4,74.0,13.32,8.03,2.34,0.0
20181101:0910,759.1,105.0,19.26,9.36,2.14,0.0
20181101:1010,1295.9,168.0,23.18,10.83,2.28,0.0
20181101:1110,1126.3,149.0,24.68,11.96,2.0,0.0
20181101:1210,173.9,34.0,23.58,12.47,1.79,0.0
20181101:1310,367.1,59.0,19.99,12.41,2.14,0.0
20181101:1410,289.3,49.0,14.32,11.55,2.69,0.0
20181101:1510,249.5,45.0,7.06,10.55,2.9,0.0
20181101:1610,0.0,0.0,0.0,10.01,3.1,0.0
20181101:1710,0.0,0.0,0.0,9.33,3.45,0.0
20181101:1810,0.0,0.0,0.0,8.77,3.66,0.0
20181101:1910,0.0,0.0,0.0,8.49,3.45,0.0
20181101:2010,0.0,0.0,0.0,8.75,3.59,0.0
20181101:2110,0.0,0.0,0.0,9.16,3.79,0.0
20181101:2210,0.0,0.0,0.0,9.34,3.59,0.0
20181101:2310,0.0,0.0,0.0,9.46,3.45,0.0
20181102:0010,0.0,0.0,0.0,9.61,3.52,0.0
20181102:0110,0.0,0.0,0.0,9.72,3.52,0.0
20181102:0210,0.0,0.0,0.0,9.62,3.86,0.0
20181102:0310,0.0,0.0,0.0,9.12,3.79,0.0
20181102:0410,0.0,0.0,0.0,8.95,3.66,0.0
20181102:0510,0.0,0.0,0.0,8.59,3.45,0.0
20181102:0610,0.0,0.0,0.0,8.47,3.17,0.0
20181102:0710,218.4,44.99,5.59,8.49,2.97,0.0
20181102:0810,871.1,122.0,13.03,8.71,3.03,0.0
20181102:0910,1764.6,226.0,18.96,9.21,3.31,0.0
20181102:1010,846.2,115.0,22.87,9.59,3.03,0.0
20181102:1110,826.2,113.0,24.37,10.13,2.62,0.0
20181102:1210,1022.4,136.0,23.26,10.43,2.14,0.0
20181102:1310,460.8,70.0,19.69,10.44,2.07,0.0
20181102:1410,688.6,98.0,14.04,10.53,2.28,0.0
20181102:1510,286.2,51.0,6.8,10.1,2.14,0.0
20181102:1610,0.0,0.0,0.0,9.23,1.79,0.0
20181102:1710,0.0,0.0,0.0,7.96,1.86,0.0
20181102:1810,0.0,0.0,0.0,6.85,1.79,0.0
20181102:1910,0.0,0.0,0.0,6.12,1.86,0.0
20181102:2010,0.0,0.0,0.0,5.46,1.93,0.0
20181102:2110,0.0,0.0,0.0,4.15,1.72,0.0
20181102:2210,0.0,0.0,0.0,3.36,1.59,0.0
20181102:2310,0.0,0.0,0.0,2.6,1.66,0.0
20181103:0010,0.0,0.0,0.0,2.29,1.59,0.0
20181103:0110,0.0,0.0,0.0,2.64,1.31,0.0
